label,text
guilt,I broke the gutar of a colleague but as it happened in a moment à when nobody was present I could escape from the guilt.
joy,"I made the college entrance examinations for P.U.C. It was what I à wanted more. When the first list came out I got frustrated. I à wasn't in. When the second list came out without hopes I started à to read the newspaper and my name was thre. I was in the bus and à felt like crying so that everybody could hear me. The cry was hold, à and 1982 became forever a mask in my life."
fear,I remember when I was a child of a storm that made me terribly à afraid. I thought that the house was coming down and that in the à next day I would be dead. Everybody was awake and I stayed all à night in bed without falling asleep.
anger,Once in my work it happened a fight between the person in charge and me. I à got so angry and spoke out everything I felt at the moment.
sadness,"I remember the day my father died. I was 11 years old and my à sadness was so great that until today I remember everything à about that day, from the clothes I was wearing to the reactions of people, à the despair of my mother and brother. It marked me a lot and was à the greatest sadness I felt."
disgust,"I was sitting in school, waiting for my sister to go home. Suddenly a à boy put fire in a paper and threw it were I was sitting. The à paper didn't get me, but I felt terribly disgusted at this à cowardliness and irresponsibility that caused a great à discussion. We went to the director and he, drunk as always, said à that I was ... attention in school. I felt disgust of this à situation, and of the persons implicated in it."
shame,Some times I was ashamed of presenting seminaries or even to à speak in class.
guilt,"In adolescence I had a very violent fight with my sister I hold à her stong in her neck, she had a throat surgery what make me feel à guilty about the future reactions she might had injuring the à surgery."
joy,"The day I received the key of my apartment and we could enter in à it, for my fiancT and I had bought it yet in plans, and it seemed à to us that this was almost impossible to happen."
fear,"I had a driver licence but I didn't drive for a long time, than I à started to drive again, and had to get into hard transit and à highways."
anger,"When my boss cut off my vacations saying that in that month it à wouldn't be possible, and after some time he let another girl à take vacations that month. The anger was because of the à resentment. Resulting from our bad relationship."
sadness,My fiancT's family was adopting a 5 years old boy. I felt à myself close to him as I never felt before. After some time his à mother demanded the care of the kid and we were obliged to send à him back.
disgust,"There is a girl at my work that doesn't take care much of her à hygiene she comes always with her hair oiled, a not very agreable à smell, and a bad appearance. Beside this she tries to be nice."
shame,"A day I was with my boyfriend and a couple of friends in a bar, à and he said something that I didn't like (I don't remember what). à Without thinking I slept him in his back, getting ashamed and à sorry just after."
guilt,"When I was starting in romance with my husband, we went out to à curt, and we stayed in the car ""making love"". At the time I was à seventeen and I was very immature until a day I lost my à virginity."
joy,It was when a friend took me to a place and gave me as a gift my à astrologycal map with the explanations of a psychologist.
fear,"When I was dreaming that I was being chased, in the upmost of à horror the door of the closed felt down synchronicaly with the à dream scare."
anger,"When my mother slapped me in the face, I felt anger at that à moment."
sadness,When I deeply felt that I could lose the person I love best à because of my foolishness.
disgust,I felt disgust toward meat when I felt sick with the steak after à a week only on meat.
shame,When I had to act alone a character for a public (40 people).
guilt,When I stared to much at a pastry that a woman was eating and at à the same instant the pastry felt on the floor.
joy,"In a day when at work, in school, and relationships came out as I à wanted, and I was recognized in my work."
fear,"When I woke up in the middle of the night because of a dream, it à wasn't a nightmare, it was an uninteligible dream in wich I woke à because of a certain end."
anger,When I was robbed in a bus.
sadness,When I try to get closer at a person and she misinterpreted me.
disgust,When I felt the smell of industries that pollute.
shame,"When somebody I knew greeted me and started to talk with me and I à didn't know, I couldn't remember who he was."
guilt,When I unjustly accused a person of my family of something she à didn't really do.
joy,"I was travelling in the South of Brasil, near the end of the à year. I was well settled with 3 friends. At the evening of 31 M., à somebody, also with us, took from his purse pints of all colours, à and the 4 of us, and other friends, that were at the same beach, à painted each other and we went to the beach with champagne."
fear,"I was walking from my friend's house, a few blocks from my house, when a à car began to follow me. He waited I passed by it rotateed a little and à stopped on my way. I changed completely my way and the car went à on following me until I turned at a corner and running I hid in a à garden of a house, waiting for the car to pass by. I went back home à terribly afraid."
anger,"One day I lent my tennis I just had washed to my sister because à she asked it. I asked her not to soil it as I had just washed it. à Next day I looked at the tennis, and it was dirty with wax. She à could not have soiled it. It was lack of consideration. I felt à very angry."
sadness,The second time I went to the entrance exam to V.S.P. and à didn't get approved.
disgust,"I was travelling, we were 15 person, one of them I met at the à travel and didn't like her. One night I was asleep while she and à her friends were talking too loud in the kitchen. I got up to ask for à silence and since that day I felt constant disgust for her."
shame,"I was working in I. when a friend of mine borrowed his car so I à could get bach there, I had to come to S.Paulo and his car was à here. He said :""When you get the car tell my mother that you are à only taking the car bacause I asked, for she doesn't like me to à borrow it"". Next day he borrowed me it again for I had to come à back again. When I was coming back I crashed the car quite a lot. à One of the first person I met at the accident was his mother, à that said to me ""You weren't to take the car only yesterday ?"" à (before I saw her I was already ashamed)."
guilt,"I had a date with a boy, but I didn't feel liked, and didn't go, à I wasn't home purposely at the time we arranged."
joy,"A friend of mine that is abroad undertook recently an axam to à enter on University in Dallas, and was approved."
fear,I felt afraid of losing somebody I love to another person because à I was an incomprehensive person and lots of time I fight with à this person.
anger,In certain occasion I have a fight with my boyfriend. During the à fight I closed the door at his face. He went away but came back à next day.
sadness,"Last year, when I took the college entrance examinations I à failed the FUVEST. It was for me the most frustrating situation à because I had studied all year long, and only thought about this."
disgust,In a certain occasion I saw a dog in the street eating something à so strange gooey that I wasn't able to eat lunch because I à remembered the scene all the time.
shame,"I had never made a malicious joke in front of my boyfriend. Last à week I did it I was funny, he loved it, and I died of shame."
guilt,"When my parents fight lots of time, when I'm the reason of the à fight, I feel guilty."
joy,When I knew about my first job.
fear,When I was just to be divorced.
anger,My mother in law slept in my bed.
fear,A terrible fight that I provoked with my friend.
anger,In the last year of the high school we had a huge fight between à my group and the graduation commission (two students of my à classroom) because they accused us unjustly of a gossip about à them.
sadness,When I was 10/11 years old my father travelled very much for his à work (he passed three months away from home).
disgust,I saw a film where snakes were crawling everywhere. I felt them à crawling over all my body with that ... skins. The noise that à they did disturbed me very much.
shame,In a play (secret friend) during the time of the high school I à had to give a present to a boy and I was very ridiculous because à of this.
guilt,When I was a child I used to play with my cousin gushing wather à to each other in front of the door of my house. One day we à decided to gush with on a passing car. The driver stopped and à went to discuss with my mother and my aunt that were there.
joy,When I got a small present form a person I like very much.
fear,"When a friend of mine discussed with me, I felt fear of losing à her. This occurred because we had a missunderstanding between à mutual colleagues."
anger,When a boy tried to fool me so he would be OK trying to show me à that he is a gook boy.
sadness,"In the 12/83 my boyfriend asked me to forget him, as it would be à easy."
disgust,When my oldest sister discovered that her boyfriend had another à girl.
shame,We where in a bar and my friend had a fight with some guys who à were in the table aside.
guilt,When I deny something to my sister and after a while I feel sorry à and try to bypass the situation.
joy,When I saw my name in the newspaper and I knew that I entered at à the University.
fear,When my father died I felt myself alone and the fear possessed me. à I was a child and all my sisters and brothers (8) were young.
anger,I loved a person and he went away. It wasn't necessary that he à left me to reach his goals.
sadness,"A close friend travelled to another country. When I knew that he à would only come back after many years, I felt very sad."
disgust,When I watched a film about the problems of abandoned children à (PIXOTE).
shame,"When I began to date, the first gestures of affection made me à feel ashamed. Note: for GUILT go to record n_231"
guilt,The day I decided to get out of my house I saw in my brother's à eyes that they blamed me for the situaiton.
joy,I had a friend who I didn't see for a long time. We had a à relationship from much union and interaction. It was more that à one year that I didn't see her. She appeared in my home and we à talked.
fear,I was sitting on the bus coming back from school. A man from à nearly forty years sat beside me. After a while I looked at him à and saw that he was looking at me with opened throusers and à holding his penis.
anger,"My mother was ill and asked me to prpare our lunch. I went to do it, à and while I was working, she stayed behind me telling what I à had, or not to do. I asked her to stop meddling, and to go to à bed. When I went to ask for help to my sister, my mother said that à I was proud, that I asked for help only when I wanted and that I à wasn't able to cook by myself."
sadness,When on Christmas day my grandmother died. I received the à news when I was coming back from a party on the 24th at 5 am.
disgust,"The same event described under FEAR - in the bus a man sat beside à me, with his trousers open and holding his penis."
shame,When I went to a halloween party and had to walk through a shopping à center dressed like a witch.
guilt,"I had parked in a corner, and when I was going out I didn't watch à if another car was coming and went out. The car that was coming à was obliged to stop suddenly. It didn't crash but for a little."
joy,When I got a record as a gift from a friend.
fear,"Once when I crossed the street, and was nearly trampled by a car."
anger,A girl entered in the division where I work and greeted everybody à but not me.
sadness,A dear friend was removed from the division whre I work.
disgust,When somebody despised a friend of mine.
shame,When a friend told me a story and I stayed dumb because I had no à story to tell.
guilt,"When I slapped a nephew who did something that I considered à wrong, and I was reprehended for this."
joy,"I wanted to go out to walk but I didn't know either where or à with whom, suddenly an invitation appeared."
fear,"Passing (by car) over a bridge where only one car could pass. There à was a precipice on both sides, no protection grilles, and the à bridge was completely muddled."
anger,When my chief accused me of an error that I hadn't made.
sadness,When I knew about my sister's in law finacial situation and what à she was facing.
disgust,To see damaged lettuce (with worms) in the icebox.
shame,When a group of friends began to make critics about me.
guilt,When I knew that my niece did a bad schoolar examination because à I couldn't explain her the lesson.
joy,"I felt a great joy when I knew that my father was going to sell à the apartment from GUARUSA, because in some way we were helded by à it, that means that we didn't go to any other place, because we à had the apartment."
fear,"The day that there was a black-out in the city, and I was in an à exposition, I felt fear that something more serious was à happening, like a revolution for example."
anger,"I don't use to lie to my parets about what I do, and the two à times that I felt anger were when they doubted me I said that I à was going to the club, and they didn't believe me because the day à before they had met me at FLIPERAMA. I had the wish to kill them."
sadness,I felt very sad when I saw the first list from the names of the à people who entered at the University and my name wasn't there.
disgust,"I felt disgust about all my friends. After having done a great à effort to organize an evening together, and didn't work out, they à put the blame on me. After this, I feel disgust towards those that à blame me."
shame,I feel ashamed every time that someone makes me a positive or à negative critic.
guilt,Yesterday I broke my sister's raio. She hears it always when she à has school examinations and now she has examinations.
joy,When I discovered that I and my friend would be licensed at the à first call. This emotion was accompanied by a great relief. It à was the coronation of a year of sacrifice and extrene discipline.
fear,"The week before I entered to army, when we were being selected. à During 5 days I had to pass 10 hours a day waiting for the à answer, which at last was the worst. The fear of being convoked, à of hearing the fated phrase, was constant."
anger,"When I was misleaded by a person who assured that something would à not occur, that I had no reason to prepccupy myself, and suddenly à I saw myself implicated by the fact, because of the incompetence, à and irresponsibility of that person."
sadness,"When I didn't succeed to enter at the University, I felt that the à college entrance course sistem prejudiced me, that my integrity, à and effort weren't corresponded."
disgust,When I had to plunge in a swamp of fetid and stagnant water.
shame,"When I accused unjustly a person of robbery, who proved me the à contrary, almost caused a public fight."
guilt,"When in the initial interview for the recruiting, I don't know why, à I accepted to do the test for army."
joy,I felt joy when I entered at the University.
fear,"One day, when I realized that I was alone, I felt fear of à loneliness."
anger,"I felt anger when I saw that I was being misleaded by my à boyfriend, he went out with other girls. I felt anger for his à falsity."
sadness,"When my boyfriend was changing his behavior there was something à wrong, I felt sad, because it's desagreable when a relationship à is ending."
disgust,"I felt disgust when I realized that I had eaten something fatty, à and vomited too much."
shame,"When I realized that my bathing suit was spotted, I had became à menstruated."
guilt,When I robbed a loop in supermarket.
joy,"A meeting with the family and the friends I felt dear and loved, à sharing the gladness of being together at a birthday."
fear,When I saw a horror film.
anger,When my sister took something that belonged to me without my à permission.
sadness,When I felt alone and without love.
disgust,When I visited a creche. The conditions weren't too precarious à but the children were in conditions of physical and emotional à penury.
shame,When I fell down.
guilt,I lost a conference because I hadn't got in touch with a certain à person to inform her that I would go with her. I thought she knew à what I wanted.
joy,After making an effort to enter at University I found a course à and a school of higher education which were compatible with my à experience and potentiality.
fear,I had an important amount of money with me and felt fear of being à assaulted.
anger,When I realized that the person I was courting hadn't been really à by my side for a long time already. He had deceived me and I let à him deceive me.
sadness,When I noticed that I do many things to the pregiudice of myself.
disgust,Seeing persons spending money in a shopping center with à completely indifference to the misery reigning in our country.
shame,"I felt ashamed to be Brazilian and to live under a military à dictatorship that despoiled the people, when during my military à service."
guilt,Facing the possibility of having a child when it wasn't either à desired or permitted.
joy,I felt joy when I passed the worst phase in my life and à discovered how many people considered me important to them.
fear,I felt fear some months ago of losing the person whom I loved à when she said to me that she didn't love me.
anger,"I felt much anger and perhaps I feel it till now, against my à girlfriend's sister who incited her to betray me just when I à needed her very much. She didn't think of anything, simply à passed over everything."
sadness,When my dog died.
disgust,About my girlfriend's sister who is a viper as I discovered some à time ago.
shame,I felt ashamed of feeling sorry about myself when I passed à through the situation of being betrayed by my girlfriend.
guilt,I felt guilt when I betrayed the person whom I loved.
joy,I didn't like my former fob and felt joy when I received a à telegram offering me a new one that I though better and for which à I had been waiting.
fear,"I was in a train where a fight occurred. One person who was there à opened his handbag and took out a gun, another who fought too à looked among his things for a weapon to fight."
anger,Without the employer's knowledge and even without any à communication their bank accounts were changed and their personal à accounts closed.
sadness,My brother wanted me to buy a flute with him but I didn't accept à afterwards I regretted it because he became sad.
disgust,I felt disgust when I saw a dead animal on the roadway.
shame,I was in a bus with my school material when I fell and sat on the à lap of another passenger.
guilt,"When I forgot to take out money for my mother. She asked me what à she would do, because I had messed up her program for the à following day."
joy,The day that my boyfriend appeared at home with a pair of rings à for our wedding.
fear,"One day I was near home, kissing my boyfriend in a car when my à mother appeared and asked me to go home, because she didn't know à about the event."
anger,"A ex-boyfriend tried to prejudice me before my fiancT and his à family saying things about me that let his family worried. We had à to postpone our wedding and we were already using our wedding à rings. To be honest I didn't feel just anger, I felt hate."
sadness,"The day that the results of the college entrance examinations for à the S. Paulo University were published and I didn't find my name à on the list. Entering this University was my greatest wish, and  à the fact of not having succeded caused a great frustration, and à not only sadness."
disgust,"When I saw the film ""Memorie of Prison"" I saw a scene of à masturbation of a man in the hold of a ship apart form fact that à the film wasn't pleasant I had a leg of coconut candies in my à hands."
shame,"The day my boyfriend saw and touched my breasts when I was à without my shirt, only with my pants."
guilt,"One day my boyfriend put my hand on his penis and I felt well, à but after I felt a guilty conscience because I hadn't thought à about the consequences that this could have brought if I had gone à farther."
joy,When people remember us and shows interest about what we do.
fear,When I had to talk with an important person about a job.
anger,"When my brother went out with my new shirt that I adored, and à returned it dirty with grease."
sadness,"I felt sadness when I notice that I'm not important for a à determinate person. We do many things for a friend, and we see à soon after, that he doesn't do anything for us, nor thinks of us."
disgust,When I needed another job and tought that a good and known person à (my employer) could help me. He simply said that he couldn't help à me.
shame,When I arrived late at the job and met the most troublesome boss.
guilt,One of my pupils escaped from school to the street.
joy,"I felt glad to live again when I went to a meeting about the à ""Knowledge"". There are 4 techniques of meditation that connect à you with the essence of the human being."
fear,"I received a phone call from a high school friend whose younger à sister studied with me at the University and gave me a lift every à moning. She was going to get married to a guy whom I knew too and à who had died when he fell from a building, I was afraid to lose à somebody since I had already lost a brother in an accident."
anger,"My grandmother is a highly authoritative person, who lives alone, à is independent, but doesn't know to live without commanding the à others. I hate this!"
sadness,"I am always sad when my boyfriend goes away. He lives and studies à in an other city. We have gone steady for 2 and 1/2 years and à everything is going very well, but sometime this situation makes à me feel bad and very lonely."
disgust,I felt disgust when I kissed a guy that I know. I was on the outs à with my boyfriend and this person appeared but he has nothing to à do with me.
shame,"I felt ashamed of my body in spite of knowing that it is more or à less beautiful and also knowing that my boyfriend considers me à beautiful, but this was only in the beginning."
guilt,I always feel guilty when I see my mother sad or fed up with à life. I really dont know the reason.
joy,When I bought my car.
fear,"I was alone at home, a man forced the front door which was à locked, forced and tried to open a window."
anger,When I had a serious argument with a dear person.
sadness,"One night a very dear person said: ""I hate you"". Of course it was à an impulse and this person didn't feel that about me. The person à expressed regret, and everything was settled, but I can't forget."
disgust,When I met my boyfriend with another girl.
shame,When I was still a child I was told off in face of other persons à for having touched an object that didn't belong to me.
guilt,When I fought with my sister and said that she had provoked this. à She was very seriously scolded.
joy,The birth of my daughter.
fear,I should have given a test lesson to get a job. I had no courage. à I didn't make the test.
anger,Discussion with my mother about the way to educate my children. I à felt anger against my mother.
sadness,When my grandmother died.
disgust,"I was returning from the Universtity at night when I was accosted à by a boy who molested me, passing his hands on my body."
shame,When a friend of mine visited me and my house was in a mess.
guilt,"My daughter was a baby and was crying to be taken on my lap. I à felt very nervous and moved her away and went out. As soon as the à feeling of nervousness passed I was taken by an enormous feeling à of guilt, for having rejected my daughter."
joy,"I found a human ""treasure"" that I desired and got immediately. I à didn't think about anything. When I touched him I imploded but I à am whole."
fear,"I was in the dark room, it's insecure and has holes covered with à wooden sheets in the roof the establishment had already been à assaulted and could be assaulted again."
anger,"And she said absurd things, false things that filled my ears and à inflated my head which seemed to be caught in a carcass where the à heart wanted to explode and where the arm wanted to knock down à the world."
sadness,One day I heard from a friend that the boy I loved had gone out à with her and not with me.
disgust,I saw a magazine with photographs of dead and maimed people whose à limbs were separated from their body like a head on one side and à the leg on the other.
shame,In the classroom we discussed with the teacher. He told me things à that affected directly in a negative way my job and my behavior à in the classroom in front of the other pupils.
guilt,"The greatest guilt I felt and I didn't know if it was really à justified is that when I was a child I had a brother very close à to me. He  became ill, and asked me to see  him in the hospital. à I didn't go, when his situation became worse in the U.I.T. (Unity à of intensive therapy) I went and he died."
joy,One of the greatest joiy was when I succeded in acquiring a à motorcycle through my own efforts.
fear,"I'm afraid of driving on the special seat of a mororcycle, mainly à with certain colleagues who by exces of self-confidence drive à beyond limits or measure in the traffic and the main victim is à always the person who sits behind the driver."
anger,"I felt much anger when my fahter interferred in my relations with à another person whom I liked very much, ending something that I à adored."
sadness,"One of the greatest sadness was when my grandfather died, because à I loved him very much."
disgust,My main disgust is against codfish because I detest even the à smell of it.
shame,Sincerely I'm a very timid guy and so even in very simple à situations sometimes I am ashamed.
guilt,The only guilt I considered reasonable was my reproval at the end à of the semester at the University.
joy,"When I got a stereo walkman from my father when he had finacial à difficulties. I thought that although he promised to give me that à present, he was not obliged to do so."
fear,That someone would discover whom I really love.
anger,When a colleague was rude with me because she didn't understand à the subject about which I was discussing.
sadness,For not having succeded in getting the job as a translator that I à wanted.
disgust,When I saw a man who hadn't the lower .... in a car à exhibition. He was passing a handkerchief from inside to outside à of his mouth.
shame,When I went out with a friend of mine to meet her ex-boyfriend à who didn't know that she was engaged to be married.
guilt,"The same event described under ""shame""."
joy,"When I passed the whole weekend with my boyfriend, coming back à home on Sunday afternoon he met my parents for the first time."
fear,When there was a fight at home and my father threatened to throw à a chair on my brother.
anger,I felt anger against a person who told bad things about me in my à absence.
sadness,"After a disagreement between my parents, when I was alone with my à father and my sister, the aggression continued, when my father à tried to put me and my sister against my mother revealing facts à that had happened in the past like a talk between my father and à his mother in law where she told him that my mother was not quite à save."
disgust,When in my childhood we were forced to take cod-liver oil.
shame,I feel ashamed when I am praised.
guilt,"When I provoked a fight with my mother, hurting her feelings very à much."
joy,"I was in the living room at home with an ex-boyfriend, it was à nearly a year that we had separated, during the talk he began to à remember our courting and gave me a long kiss."
fear,"I was with a friend in a stationed car when, suddenly a man à appeared on my side and an other with a gun on his side the à hold-up lasted a few minutes but it was terrible. I had never à seen a gun so close."
anger,"I was on a farm with a few friends and during the talk I à discovered that a friend of mine, was being betrayed by her à boyfriend and a 3rd friend of ours."
sadness,I was watching television. It was about midnight when a very dear à friend called saying that his father had died in an accident.
disgust,I was working in a classmate's house with a group. A girl began à to graze her foot against mine under the table.
shame,"I was talking with an aunt of mine that I adore and I found à courage to say ""I love you"" and just after that came the shame."
guilt,This feeling comes frequently when I go out at night and tell my à mother that I shall come back early. But then I get home a 5 or 6 a.m.
joy,Always when I meet the person I love.
fear,When I and the person mentioned above had a suspicion of à pregnancy.
anger,"When I left after the examination to enter the University, and à even though I had studied the whole year I made a bad exam. "
sadness,When I thought for an instant that a very good relationship with à a person had finished.
disgust,When I heard the bad news about the death of a close person.
shame,When I tried to hide a fact from a person for irrelevant reasons à and considered such an attitude childish.
guilt,It happens sometimes in connection with certain persons with whom à I have frequent relationships but nothing special.
joy,When I entered in the University after a year of struggles.
fear,Practicing wind-surf my body was caught under the sail. On trying à to get out my leg was caught in the lashing. I was afraid of à dying by asphixia.
anger,"In the University we were convoked to a stroll like a freshman I à was still innocent about the manipulation. On seeing the goal of à the exaltation to poor character people, I felt anger on feeling à myself mass of maneuver."
sadness,"In a social situation I became interested in a woman. We talked, à we laughed, we enjoyed each other. She desappeared for a few à minutes, and a little after appeared with an other man."
disgust,"I saw a man falling on the walkway. He seemed half dead, and was à immobile. I felt disgust for the people who passed by without à doing anything to help."
shame,"In the traffic I insulted a man who crossed my way. Afterwards I à paired with him, and felt shame because of mine lack of pacience à and ridiculous attitude."
guilt,A great friend of mine travelled with the intention to change his à life. He didn't succeed and returned depressed. I had not power à to support his frustration and his behavioral change.
joy,A friend of mine travelled very far. I miss her but feel joy too à because fer life is taking the right direction as she wants. So I à feel joy for her mainly.
fear,"Motorcyclistic accident where for some minutes I didn't know if I à was alive or dead, I remained ""cold levered"" during the situation à but felt great fear."
guilt,When I acted in a negative way at a certain moment by laziness à to concede a moment of the time I thought to be my own.
joy,When I met my mother after months of absence.
fear,When I whatched a horror film on a Friday 13th.
anger,Discussing with a certain person about a job I was getting and à that perosn was negative and pessimistic.
sadness,When I felt lack of aid from close friends.
disgust,When I saw a fight I had a physical reaction of disgust and of à deep perturbation.
shame,"Walking on the street passing by an air duct, my skirt went up."
guilt,Being disloyal with persons I loved.
joy,I got a present from a great friend (a dog).
fear,"There was a scene of shooting in front of my house, I was very à afraid. Two armed men confronting. I didn't discover the reason à of the incident."
anger,I was waiting to receive the participation on the profits and did à not receive it.
sadness,I didn't get the job I wanted.
disgust,I went to eat at my aunt's house and she served macaroni with a à horrible appearence. I felt the sensation above. The worst was à that I was practically obliged to eat.
shame,When I saw my father coming out of the bathroom. He thought that à he was alone at home and came out without his clothes.
guilt,When I misled a person: I said that I would do her a à favour and didn't.
joy,When I can see my parents because now I am far from them.
fear,When I sit for examinations.
anger,"Once, during a performance I did not sing the way I had to."
sadness,When I got separated from the woman I loved.
disgust,When the Americans set their nucleaar missiles in Europe.
shame,"When I don't say the truth, when I don't do a certain thing à thanks to my laziness."
guilt,Once I promised to do something but I didn't do it.
joy,When I was admitted to the Bulgarian State Conservatoire.
fear,I am afraid if I'll finish the term.
anger,I was angry when my abilities of a singer were underestimated.
sadness,I feel sadness from the fact that I was not born with a better à appearance.
disgust,I was disgusted with the hypocrisy of my colleagues from the à group.
shame,Shame I feel when I am not properly dressed.
guilt,A sense of guilt I felt once when I couldn't defend the à confidence my teacher had in me and thus discrediting him at a à concert.
joy,I have a new born child.
fear,I could have been killed by a falling object.
anger,At a certain situation I felt myself neglected and undeservedly à harmed.
sadness,The sudden death of one of my parents.
sadness,Getting separated from my family for a week caused me a sense of à sadness.
disgust,"I felt it when I saw a colleague of mine eating like a beast. At à the same time he was making gestures, speaking and making the à hell of a noise."
shame,I felt a sense of shame when I compromised a colleague of mine. I à got an information from him which I quite out of place shared à with another colleague of mine and it resulted in an unpleasant à consequence for him.
guilt,I promised to fulfill an errand. Later I understood it was à impracticable. The explanation I gave was accompanied by a sense à of guilt.
joy,"I felt joy most strongly some years ago, when I took part in a à NH Competition and I was the first."
fear,I feel fear when I only imagine I could lose confidence in my own à abilities and powers. A similar feeling I feel sometimes before à an exam.
anger,"I feel anger when I see a ""parent"" beating and punishing his child à in the street. Recently I was a withness of a similar case."
sadness,I feel sadness when I only imagine that I could lose a close à person. Some time ago I lost a man whom aI greatly respected.
disgust,"A similar feeling I felt quite recently while travelling in a à taxi. The driver treated me roughly and dishonestly - he chose à the longest route, he overdrawed almost one lev more and he tried à to be intimate with me."
shame,"Some days ago I fell down at a public place, I came into notice à but thank God I was not mocked at. Though it hurt badly, at the à first moment I felt shame, not ache."
guilt,"I felt guilty because of the pain I caused to a very close à friend. But over the feeling of guilt, my conviction of being à right dominated."
joy,"When my nephew was born. The birth was hard, it was a big baby."
fear,Late one night I was pursued by gipsies who had no good à intentions.
anger,My brother accused me undeservedly before my parents. I was not à guilty. He was misled by his wife.
sadness,When I left my boyfriend. I found another girl at his home but he à did nothing to relieve the situation.
disgust,I found a big black beetle in my coffee cup. It was alive big and à it was moving its limbs.
shame,When I had to prepare and read a paper to my fellow students but à I didn't cope with the task.
guilt,I had thrown with the ashtray a still lighted cigarette in the à plastic wastepaper basket. It had burnt out and my landlords made à me a row that I might had set their flat on fire.
joy,Some time ago I was present at the wedding party of two close à friends of mine.
fear,I was crossing the street together with some colleagues of mine à when I suddenly found myself almost under the wheels of a truck.
anger,Someone stole my ski at Vitosha and of course I was the one to be à blamed. I left them without supervision.
sadness,I got separated form my closest friend. He went to work abroad.
disgust,A drunk man had fallen in the street and he was shouting obscene à words.
shame,I had borrowed some money and I exceeded the time-limit.
guilt,I couldn't fulfill a promise.
joy,"An encounter with a man whom I love, after a very long à separation."
fear,"I woke up in the middle of the night of a nightmare, I was alone, à it was very quiet and very dark."
anger,A shop-assistant behaved rather roughly with me though she hadn't à the slightest grounds for it.
sadness,I saw a friend of mine who had suffered a very heavy contusion à after an accident.
disgust,I caught a glimpse of a black-beetle.
shame,I was made a very sharp remark at a rehearsal.
guilt,"I couldn't fulfill a request of a girlfriend of mine, though I à categorically promised her and I believed there wouldn't be any à hindrance. It was partly for objective reasons but also because à I couldn't organize myself."
joy,"At a success of mine, at a real achievement."
disgust,"I was looking after a dying patient at work one night, a young à woman, my colleague was talking to her relatives and .... to à offer them any support emotionally, physically and then sent them à down to the coffee shop to have a dinner rather than offering the à facilities available for their use cause it involved her having à to do some work. Seeing them again I felt disgusted at her à attitude."
shame,"I put on a lot of weight in a few months and every time I met à someone I knew would avoid them, usually by hiding because my à self image was low and I was ashamed of what I had done to à myself."
guilt,"I was involved in a ... attempt on a man I had developed a close à warming relationship with. Although I knew I had done everything à I could and that his progress of a ""normal"" life was poor I felt à guilty as if I could have done more."
joy,For the first time in my life telling someone I loved them.
fear,"When I was ringing up a guy who was my teen idol, and was in à Auckland. I was really scared, I didn't know what to say or do."
anger,"When my mother decided to clean out my room and throw out what à she thought was junk, without my knowing about it, so I returned à home to find half my stuff gone."
sadness,When I couldn't find my dog which was missing.
disgust,I was disgusted with a friend's behaviour when she got absolutely à drunk so that she vomitted all over my house.
shame,"I was taking place in an anti nuclear protest and was shouting à protest loudly to some American sailors of the U.S. Texas à submarine. A guy came up to me and said that's your brother à screaming at, I felt shame and I realized screaming at another à person isn't good protesting. Now I'm a silent protester."
guilt,"I felt guilty after getting really angry with a friend and having à an argument. I was being stubborn and proud, and selfish, because à my friend let me down, through no fault of her own."
joy,"When I met my boyfriend and we discovered that we shared the same à ideals and goals in life, and that we could share all our à feelings and thoughts and felt that the world's not so bad when à you have someone really close to share your life with."
shame,"I had called a boy who had dated me, and told him that I was ill, à while, actually, I didn't want to go out with him, later on, he asked à me if I was feeling better, then I felt ashamed."
guilt,When I hurt my parents in one way or another.
joy,When I passed the driving test after three failures.
fear,When I nearly caused a traffic accident with my car.
anger,"When playing a football match, there was one player who made mean à tackels, kicked at everything and did things having nothing to do à with football."
sadness,A close friend decided to stop with his study and to go back à home.
disgust,We had a birthday party with 5 friends. One of us frequently used à hard drugs. On the party I discovered that the other 3 friends à also used them. While we agreed we would help the big user to à stop using it.
shame,"During a family reunion, they started talking about me wearing an à ear-ring."
guilt,"It was my mother's birthday. My father and I used to buy a à present together. However, now I had bought something together à with my girlfriend and I forgot to ask my father."
joy,For instance when a girl is interested in me and likes me.
fear,"Walking at friday night through Nijmegen, going to a pub or a à disco."
disgust,I felt dusgust with a self-iterested person who ruined the life à of another by means of utterly unfair methods.
shame,I didn't do an important job and it had an adverse effect on à other people.
guilt,I stroke a person undeservedly.
joy,I sensed this feeling when I passed successfully the second tour à of a competition.
fear,I felt fear when my mother was heavily ill.
anger,I felt anger against a colleague of mine during a rehearsal in à acting. He hadn't learnt the text of an opera act in the course of à several months and thus making difficulties for the rest of my à colleagues.
sadness,I felt sadness when I had to get separated from the woman I loved à who had to leave for her motherland.
disgust,"I felt disgust with the alcohol, after I happened to see a young à man, who was dead to the world and who wallowed on the pavement. à This ""sight"" I watched from the bus."
shame,"I felt shame and I couldn't look into my teacher's eyes, after à not attending his lectures."
guilt,I felt guilty after I battered to death a classmate of mine.
joy,"I was happy when at difficult times I could find support in my à friend and my fiancT, I was happy because of their spiritual and à moral help which gave me new power to struggle. I was happy then, à I felt it in my soul."
fear,I felt it at the same time when I felt disgust.
