label,text
fear,"as a child , when i was at home alone , i felt in an indefinate manner afraid of the death of my father and mother"
fear,i was raped once when i went through a dark alley at the back of our house the man pushed me in the bushes i fought back and succeeded to escape
fear,i was nearly knocked down while i was cycling
fear,a workmate and i had been antagonistic with each other for some weeks he had reacted violently to my criticisms of his work standards
fear,when i was travelling at night
fear,left alone in the dark in a big building
fear,"i went to the ballet lessons with a little friend in the dark on a very quiet place a boy approached us from behind and asked at what time the lesson would be finished i gave him an avoiding answer , he took me up and wanted to run away with me"
fear,"when i was first exposed to the dead bodies , for dissecting purposes at the school of medicine"
fear,"riding through a bush fire on an island of australia on a pushbike as a little boy all alone , lost and surrounded by smouldering wood and flame"
fear,my friend started to misunderstand and hurt me
fear,suddenly met someone in the biology building at night
fear,staying alone in the room after midnight and reading horror stories
fear,at noon one sunday i received a phone call telling me that my mother had been knocked down by a car at the street crossing and that her husband should go and see her i could not believe this as my father and my mother had gone out together to buy lunch boxes however i immediately ran to the scene of the accident
fear,"while cycling in the country a dog started running beside me , growling and barking , and trying to bite my foot"
fear,i was within a hair 's breadth of knocking down a drunkard who suddenly ran into the street the fear came later when i realized what could have happened
fear,"this was when i was being followed home every day from the campus , by a stranger he would follow me to the campus and then sit outside my class if i was not there he would ask my friends as to where i was he was a dark , ominous looking person and i was terrified of him as i did not know his intentions i reported him to the security officer , who turned him over to the police i was even more petrified then"
fear,when i almost walked on a snake
fear,when i am travelling by car and have to meet an oncoming car while overtaking
fear,"motorcyclistic accident where for some minutes i did n't know if i was alive or dead , i remained cold levered during the situation but felt great fear"
fear,i do not recall being scared in the near past
fear,"i was testing my new roller skates in the street , suddenly a dog ran barking in my direction , very threatening i was very startled and terribly upset"
fear,i imagined i heard footsteps up the hall while sleeping in bed one night by myself in the house
fear,"i had this experience of fear when few people were fighting at a social one night , which one of my relative was involved my fear was greatly for him because he was being assaulted badly"
fear,the hero was chased by a terrible vampire in a suspense and horror film shown on t v
fear,suddenly found out that i was the lasr one to leave the anatomy room
fear,when there is danger nearby
fear,"i was in the dark room , it 's insecure and has holes covered with wooden sheets in the roof the establishment had already been assaulted and could be assaulted again"
fear,"i was diving below the ice , in a cave , at a depth of 26 metres visibility was almost zero and the oxygen level decreased threateningly there were three of us divers on one safety rope"
fear,"i work at a day care centre , and one day when the children were outdoors a four year old boy disappeared from the yard i was not looking after them then , but as the manager it was me who was responsible"
fear,when i was in a little fishing boat and we ran into hard weather in the open sea
fear,when a man rang the doorbell and wanted to enter the house with violence i was alone at home that moment
fear,it was the time when i was in no position to secure a ist class in the m sc exam and this was likely to affect my career
fear,"when we were going to nkhoma last saturday the vehicle was moving very fast , so i feared we might crash since the road was too rough"
fear,"i was attacked , standing in a doorway , by a pack of 5 dogs , alsatians and farm dogs with my escape route blocked by a shut fence"
fear,looking for the toilet in a dark place
fear,in an aeroplane
fear,when i entered the operation theatre and underwent a difficult operation
fear,watched a horror movie which involved sexual attacks on women
fear,i was studying in class at night i was in form ii by then there were rumours about an earthquake that night dogs were chasing one another and passed through the window outside the classroom those who saw the dogs thought it was a lion and were terrified trying to run away the desks were dragged and there was a shaking movement i thought it was an earthquake and jumped out of the window
fear,i have always been very scared and tense before an exam and before the declaration of the results
fear,whenever i think of enrolling in organic chemistry
fear,"i went to see a movie and i went with a friend , it was really frightening and it made me stop and think about the world around me and what it is really like out there i was frightened all that night"
fear,when i was to sit for my first entrance exam i had fear of a possible failure
fear,"during the first year in university i had bad results in both the terms , especially the first term i was afraid that i would not be promoted to the next year and that the others would go ahead of me"
fear,at night when i was coming from lingadzi inn i heard a hyena crying in the lingadzi jungle i was alone
fear,"one day , when i realized that i was alone , i felt fear of loneliness"
fear,when the relationship with my first girlfriend broke up and i realized it too late
fear,"when i received the higher level exam results , i mistook the grade e in mathematics for a grade f and i was shocked"
fear,when i was looking for a job i felt a lot of fear but the fear was greater when i found it
fear,"after getting a fail notice for a math class , i realized i was not doing very well in school in any subject i began to fear failing a class or two"
fear,when my mother was seriously ill and had to be admitted to the hospital
fear,"i was hunting , and was lost in the fog in the mountains"
fear,when i got in jungle where there was a great number of snakes
fear,one night i was lying in my bed awake but i had my eyes closed i saw figures with terrible faces and black frocks bending over me and touching me i opened my eyes but i could still see them i had the feeling that somebody was in the room it was terrible only when i turned on the light i was able to go to sleep
fear,while trying to board a train i missed the footsteps and fell down on the platform
fear,"sitting alone in a quiet room , concetrating on things happening around you thoughts come into my mind which make me afraid"
fear,english papers are due on friday they are returned on tuesday this tuesday i was afraid to go to class and get my paper because i knew it was bad
fear,"skiing down a very icy slope , very fast in white out conditions out of control with no idea of what i was doing or where i was heading"
fear,not applicable to myself
fear,when i woke up at night to find a fire spreading towards the bed rooms i was very frightened as i realized that i faced death
fear,we were driving at night and i realized that a car was following us
fear,"when i was on a cave excursion with friends , i suddenly lost them and was afraid of losing my way in the cave"
fear,"one evening a friend of mine was telling a fearful story , nobody took it seriously but i got frightened"
fear,"the week before i entered to army , when we were being selected during 5 days i had to pass 10 hours a day waiting for the answer , which at last was the worst the fear of being convoked , of hearing the fated phrase , was constant"
fear,i was driving on to a busy freeway during rush hour and it was slightly raining a diesel truck was coming very close behind me and i was close behind a pick up i changed lanes and barely hit the truck and ran a honda of the road i was scared to death to go back and see if i caused him to crash
fear,when i drove to stockholm for the first time and drove off the stora hissingen road at the wrong exit
fear,when a thunder belt hit the roof top of the building i was in
fear,going to cal not knowing anyone
fear,"i live outside graz so i have to go by bus one day i went home from the bus stop alone it was dark , i had to go through a forest and there was a dark figure behind me i was very frightened"
fear,when i was attacked by a teenage boy and had my wallet stolen
fear,motor failure on a boat outside gottenburg when we were in heavy seas and the wind was strong as we could not steer the boat we drifted towards the rocks we did not succeed in attracting the attention of any passerby until 4 hours had elapsed
fear,saw a classmate knocked down by a motorcycle
fear,"while preparing my master 's thesis , i was scared that i would not accomplish anything as the subject was rather difficult"
fear,as i was taking venous blood from another patient i introduced air into the place of puncturing and there was a swelling which is dangerous to the patient hence i became afraid
fear,i was crossing the street together with some colleagues of mine when i suddenly found myself almost under the wheels of a truck
fear,had fear of losing husband
fear,at primary school the teacher caught me cheating during a dictation
fear,when my brother had an epileptic attack and i was scared as to what would happen to him
fear,"when i was travelling by tram , i tripped and fell against the door i thought that i was going to fall out"
fear,when i was little i lost control of my bike and started to go into a buay intersection but my neighbor stopped me just in time
fear,"thinking of the unknown , what happens at the moment of death , etc"
fear,"one day a fierce looking man came to our house and said that my father should apologize to him , however i was alone at home"
fear,a man in a car was following me when i went running early one morning in a fairly secluded area
fear,"when i was at home alone , i felt a super natural force , dangerous for me and the people close to me"
fear,when i almost ran over a small boy who suddenly was in front of my car
fear,"at about nine p m , i went home by bike on a dark cycle track because of lack of time i had to take the short cut"
fear,i feel fear quite often but this feeling was very strong last year when my husband was quite unexpectedly sent to the hospital
fear,once i was alone at home i suddenly felt unwell and there was no one to help me and call first aid
fear,few days ago i really experienced fear it was connected with unexpected actions on the part of a group of people this evoked in me many negative emotions
fear,"my grandmother several times has been struck by cerebral hemorrhages until now she recovered well each time , but there is always the threat to loose her"
fear,i was thinking about death
fear,after having taken an exam i feared having failed it
fear,i felt something close to that when i saw that there was a man on the terrace of the flat
fear,when i went to my first dental appointment
fear,i was walking on the pavement when a white car rolled on it and directed towards me i was quite near the house wall when it rolled by and hit me
fear,i watched a very terrfying film in lt2 this film really pushed my heart out of my body and i was forced to go out before the second reel ended
fear,"meeting some new \( unpleasant \) people or some new , demanding situation"
fear,when my 2 year old son climbed up and sat on the 7th floor balcony with his legs hanging out he was holding on tightly to the upper railing of the balcony but he could have easily lost his balance when he sat down
fear,"one night going downstairs , and hearing a strong stirring of brances , which was not the wind"
fear,"once , before i had learnt to swim , i stepped on a slippery slope where there was a lot of moss and i slipped into the water the water was very deep and i could not stand on my feet i sank and had to use a lot of energy"
fear,i was afraid when my first boyfriend threatened to make an end to our relationship because he did n't love me enough while i loved him very much
fear,"earlier , i was afraid of speaking in front of a crowd of people"
fear,"the shooting started and we all lay down to protect ourselves from the flying bullets this incident occured on our way to feira , during the zambia army patrols in the rhodesia war"
fear,a neighbour 's girl had disappeared and many people were looking for her someone had gone to notify the police something had certainly happened to her
fear,"i was travelling back home by boat with two friends of mine after a lovely holiday trip the night and the sea were dark , and the wind was blowing i feared that death was there on the boat , i somehow felt sure about it i feared being left alone"
fear,somebody told her friend that she would hit me wherever we would meet
fear,left alone in the biology building surrounded by empty buildings
fear,when going to the exam
fear,having a car accident
fear,taking a chemistry midterm
fear,"once when i crossed the street , and was nearly trampled by a car"
fear,as we were going to area 10 a dog chased me i was afraid it might bite me
fear,i had to tell someone that i was interested in remaining celibate and alone and that my spiritual master strictly prohibited sexual relations outside of marriage this caused great fear through lack of conviction afraid to hurt someone 's feelings despite my own being hurt in the process
fear,when i went out with my dog in a forest late at night when we were on a camping
fear,when i saw russian roulette on tv \( obviously the movie deer hunter \)
fear,"i was walking with another person when a gang separted us and pushed me in to a house , hit me in the stomach and the face , then they left leaving me bleeding"
fear,i met intoxicated people with dubious intentions in a back alley one wednesday night
fear,when a drunkard barged into a room where my friend and i had run in order to get away from him we were all alone and all i could see was this hand coming towards me
fear,once as a child i dreamed of a fire since that time i had n't wanted to sleep in that bed and had feared the night darkness \( and so it is now \)
fear,when i was in my village one of my enemies had written a non sense letter to a girl and he told the father of this girl that i was the culprit when i got to know this i was scared as the girl 's father was a worse man
fear,"when i was told that my daughter , who is at a boarding school , was very ill and that they needed me there the same day"
fear,"one day when i was a little boy , my friends asked me to play with them outside and to catch some boys however our parents did not know that we were out and when i got home it was very late and i feared being scolded by my parents"
fear,when two drug addicts tried to take away my money
fear,i was playing with friends then i decided to splash some sand into a car which was moving nearby the driver got angry and came to report to my parents
fear,"when i had gone for a boxing tournament which ended at 2 o'clock in the morning i was alone on my way back , and i could hear the barking of the dogs , the nocturnal animals and the sound of my own footsteps there had been a rumour circulating that there were ghosts in that area"
fear,the possibility of having failed the examination
fear,"i was beaten up at a private new year 's party once , through no fault of mine"
fear,"i thought that i would be scolded for a comment i had made , which i should not have made"
fear,during labour when the foetal sounds became faint and there was a big alert for a forceps delivery
fear,when i heard a rumour that the 1st year exam results were out i had fear that i might be one of the failures
fear,when a thief broke into my house at night
fear,when i had crossed lilongwe forest i heard that there was a rabid hyena just near the path in the forest
fear,"one day i was near home , kissing my boyfriend in a car when my mother appeared and asked me to go home , because she did n't know about the event"
fear,a car came very close to hitting me whilst i was crossing the street
fear,i was at home and i heard a loud sound of spitting outside the door i thought that one of my family members would step on the spit and bring the germs in the house
fear,at the tender age of eleven a friend and i left a party and proceeded to walk through dark and secluded streets of a bad neighborhood to find a telephone \( recent spate of horror movie watching had occurred \)
fear,i felt fear when one night my aunt and uncle left me alone at their house to look after the baby when they went to a party
fear,"a man was yelling outside my window at 3 00 am , yelling threats , though not to me"
fear,when my father was ill and was waiting for the results of his tests
fear,i confronted a bigger person than i and almost got into a fight
fear,"some boys talking about nicknames of the lecturers , and i was too afraid of them to stop them"
fear,i was in form five at the boarding school and my friends and i had gone drinknig beer in the nearby village and we were caught red handed there by a form master
fear,fear of sexual overtures from a close relative in the family
fear,"in a cottage in a large forest , i was alone for a while in the dark"
fear,once late at night \( around midnight \) a person asked me to give him a lift he suddenly tried to attack me but i could escape after this he followed me for a little while
fear,left alone in the dining hall at night
fear,"i felt so afraid when dad fell ill , he had never suffered from that disease since and i had never seen him as he was"
fear,when i was travelling home by bus and suddenly the bus hit and the bus leaned against a wall
fear,when i whatched a horror film on a friday 13th
fear,"when i walked to church with my roommate , a bum told us to call the police and he started following us"
fear,"when my exboyfriend threw me around the dorms because i was talking on the phone to another guy of whom he was jealous , after we had an argument in which i thought we broke up"
fear,i was walking through a thick forest and there was a big snake at a distance of about four metres
fear,because of a conflict with my parents there was a possibility to interrupt my studies
fear,"the day i was nearly stabbed to death by ruffians who wanted to take my money i refused to give them any money and they started running after me , i ran into somebody else 's house to save myself"
fear,when i was left alone at home one night by my brother
fear,when thieves broke into my house at night and held my wife and me on gun point for at least ten minutes and took away a lot of property
fear,it was last week on saturday night when i was at mchesi i feared to cross the lilongwe river bridge to come back to school due to darkness until somebody had to escort me
fear,hearing a strange noise in the biology building
fear,"when i lost a wallet while travelling , since it belonged to the group i was very afraid"
fear,falling off a cliff in the mountains
fear,"when i realized that we are living on borrowed time , and that the nuclear holocaust appears to come closer every day"
fear,i was on a trip to phillipines during summer and i was staying in a hotel the room i was staying in was very silent and had very dim lights the last night i felt frightened and lay awake i could hear some sounds around me and dared not open my eyes i waited for dawn
fear,i broke my uncle 's radio player accidentally and so i feared that he was going to cut me off from going to his house as well as playing it again
fear,"when i went home and there was nobody , i waited till 2 a m and still nobody i was suddenly scared and anxious as this had never happened before in addition my mother was very weak and i feared that she had met with an accident therefore i was anxious all night"
fear,on the way home one friday night in the heavy rain the car acquaplanned i lost contact with the road surface for a few seconds
fear,"i was driving my car and it was very misty it was in the night and i was alone in my car i felt totally insecure , nervous and overstrained"
fear,i felt fear when i was young and left in my big house all alone
fear,i had been drinking with a pal and i later \( 1 o' clock \) had a date with my fiancee we were going to a spanish lesson and i was afraid that she would smell that i had been drinking
fear,"when i was about to be bitten by my friend 's dog , later on it bit me"
fear,"when i witnessed a bus accident in which a bus , full of passengers , nearly overturned on the lusaka kabwe road"
fear,before the examn
fear,having my luggage checked at customs
fear,when i took the first year university exams and made a lot of mistakes in the p110 exam i was afraid of failing and thus being unable to go to the school of medicine
fear,not included on questionnaire
fear,going to a disco by myself to wait for some friends we had separated and had n't planned where to meet i was n't sure if they were even going to this place so i felt very conscious of being alone
fear,whhen the front tyre of the car burst
fear,when i was called for an interview at kamuzu college of nursing
fear,a friend \( female \) and i were on holiday on great barrier island by ourselves one night we were nearly raped by about 20 locals they came to our bach and tried to break the doors down all of them were stoned or drunk and we hid under the bunks and were totally terrified eventually these guys gave up and went looking for us on the beach we escaped and slept in the bush for 2 nights
fear,at the age of 12 years i always had to take care of my little brother and sister i never could sleep then i always imagined creepy men sneaking into our house
fear,"when i missed crashing , by a hair 's breadth , into a man who came out 20 metres ahead of me when i was driving at 110km h"
fear,when i had to talk with an important person about a job
fear,"one dark night with no street lights , a car was obviously following me"
fear,fear to come and live in nijmegen
fear,when i walk through streets late at night this is because i and my friends were attacked one night without any reason for it
fear,reading a horror story alone
fear,when my mother 's heart nearly stopped
fear,"when i took blood from a patient for alcohol estimation and urine for some other examination , he told me that something bad would happen to me as he would play magic on me"
fear,two years ago i saw a film on the tv even now it makes me afraid
fear,almost always when i go to fetch the results of an exam
fear,i had worries about a certain illness
fear,on the way down a ski slope which was difficult and steep
fear,when i was operated on the knee and had to go through rehabilitation
fear,"after my boy friend had beaten me for the first time , i always trembled when somebody knocked on my door or when i heard steps coming nearer"
fear,"together with a little brother i biked on a lonely road in the polder then we were annoyed by a boy on a motorbike: he took over , stopped , took over , etc then we saw he had something in his hand , we turned until we came across a man , who accompanied us"
fear,"when i came back from work one day , the friends of my son told me that he had not come back from school and that he was lost"
fear,walking along with a dog barking at you and following you
fear,when a good friend of mine behaved in a very cool manner to me for a very long time
fear,"once , when i was very young , my mother left me alone in the house and came back very late"
fear,"i felt fear when once i was asleep and dreamed that i was dying asfixiated by a cardiac attack , i was afraid and woke up desperate altough i was n't afraid of death i was afraid"
fear,"when i dream of anything terrifying i used to have fear for the rest of the day that the dream might come true e g , being beaten \( or eaten \? \) by a snake"
fear,"when i think of death not my own but that of my parents , brothers and sisters"
fear,"when i heard that there had been some women raped at uni , just near where i usually park my car and walk by myself at night although i was n't in danger it unnerved me for days and i was fearful whenever walking through the area"
fear,the day my parents were involved in a car accident and had to be operated and before the operation the doctor said that it was mater of life or death
fear,"my brother and i were driving to brisbane when he drove back onto the road , perhaps cutting off another car but not noticeable this driver did his best to drive us off the road for about 1 2 an hour"
fear,upon reading a story on a serial killer by the name of henry lee lucas who has been given the distinction of killing more people that any other man i began to wonder if i should take more care for my safety
fear,i was afraid when i met my uncle because this time i was with my boyfriend i thought i was not going to be given pocket money
fear,"i was walking in the countryside alone when i came across two dogs who began barking at me i did not know whether they were tied up or loose , but i was afraid of them approaching me"
fear,"when i was working in delhi , i had gone alone to see the hostel where i would be residing"
fear,walking through campus at night a squirrel jumped in front of me
fear,"when i saw an accident , a woman was run over and she died on the spot"
fear,i felt it at the same time when i felt disgust
fear,there was an earthquake for several minutes and i was on the eight floor
fear,"a near accident in a car , driving too fast on an icy road"
fear,i was a passenger in a vehicle when suddenly another vehicle came from behind to overtake us however another one was coming right in front so the other vehicle changed course and blocked our way and so we crashed against the side of the road
fear,when a thief entered the house in which i was sleeping
fear,before one of my final exams of the third year natural sciences
fear,i returned home late from a party last night and i felt afraid trying to anticipate the reaction of my father
fear,"when i was 8 years old , i would usually come home from school with my mother in a car for the first time i had to take the school bus , and i mistook the bus stop and found myself two kilometres away from where i lived i was very scared , wondering how i would get back home"
fear,"when i was cycling to school , i nearly got knocked down by a car which \( overtook me too closely \) did not give me any swerving space"
fear,when i sit for examinations
fear,an hour before receiving the certificate results i was very frightened when i saw others crying i felt very tense and as time went by my fear grew
fear,my grandfather had lung cancer and was being nursed at home i felt fear when i was alone with him and he almost choked on mucus secretions
fear,when they tried to rob me
fear,when i was bringing in the shopping and nearly stood on a snake
fear,"i was coming home from a relative 's place and it was about 9 30 10 p m i felt slightly apprehensive when i got off the bus and started walking towards my place i was confident that nothing would happen to me , yet there was this slight feeling of fear"
fear,when i did not get the compound which is known
fear,watching a horror film
fear,"a teacher wanted to instill a certain opinion and a certain behaviour into myself , what i refused i was afraid when i saw him"
fear,"one afternoon , helping at home on the property , i was \( mustering \) getting in cattle and a bull turned and came for me"
fear,a friend of mine gave birth to a child very dangerous delivery i was afraid for her and for the baby
fear,every time i see a spider or a snake
fear,while approaching to test the situation
fear,i feared that my dog 's eye was infected too much he had played around in the weeds and a foxtail had gotten under his eyelid i took him to the vet and i feared that he may go blind because of the foxtail
fear,"in sweden , a friend and i lived in an appartment owned by a finn one day , this man came back to the appartment heavily drunk \( hashish and alcohol \) he was quite dizzy and he broke down , and i could not foretell his reactions however , nothing happened"
fear,one time i was injured when i was playing football at school in blantyre i was brought to the hospital while my leg was totally swollen the x rays confirmed there was no fracture but collection of blood n the muscles i feared when they started to incise the swollen part with surgical blade
fear,first day back on the job
fear,"one fears many things , for example one fears going to the dentist but as far as i am concerned this feeling is connected with the examination session"
fear,when i am out in the dark and a suspicious looking character comes towards me
fear,while i was waiting for them to give me the marks of the most difficult subject this year
fear,"i walked up the main street of auckland at 10 o'clock at night i expected it to be very active with people , gangs , fast cars etc , thought it was actually quite quiet , though also oppressive i walked about half a mile and bought a drink along the way"
fear,"i was alone at home , a man forced the front door which was locked , forced and tried to open a window"
fear,"when i was very young , one day , i was in the street with my father and brother while my father was talking to some friends , i saw a dog and began to pat it my father told me sharply to stop doing it because the dog had mange then my brother told me that i would die and i could not stop crying after this"
fear,"one night , walking along a park , i began to think that some roughnecks would appear suddenly with knives and things like that"
fear,anatomy lesson and told we have to do it at night sometimes
fear,"fear of the loss of a close friend , of feeling the ground slipping from under my feet"
fear,when someone tried to bewitch me and my friends at night
fear,when i was walking around all alone at night
fear,"when i had to travel alone , unescorted for the first time it was an over night journey by train to a distant place"
fear,"when one of my relatives went out at night leaving me and my friend alone , i cheated my parents that she did n't go out , after they had heard that she was out , i was afraid that she might have beaten me"
fear,"i went to the prayer meeting at night and unfortunately the car broke down , so my other sister said i had to walk alone from ndirande to chirimba at around midnight so we reached home at 1 am i was afraid of robbers and dardness"
fear,a grenade blew out next to me
fear,i feared that i would not be able to hand in the book report on time as i had started working very late the book was difficult to read and my teacher did not accept my work as it was handed in late
fear,"after i was thrown out of a car in an accident , this resulted in a fracture"
fear,"when i could not find my 2 year old daughter i ran and looked for her everywhere and could not find her \( i finally found her , she had gone to bed to sleep \)"
fear,"when my boyfriend was leaving to go home one night , i had a very deep sense of uneasiness and an unwarranted fear that i would n't see him again"
fear,when my mother was angry with me over my friends and boyfriend
fear,"when i was dreaming that i was being chased , in the upmost of horror the door of the closed felt down synchronicaly with the dream scare"
fear,when i heard a lion roar for the first time
fear,before my final examination
fear,when i was going to take the practical exams
fear,someone attacked me with a knife
fear,"i was walking down a little village at night there was nobody in the steet a dog began to bark , i felt that it was following me then i began to run , the other dogs started barking too at last i arrived home"
fear,a four year girl ran away from her father straight in front of my car i was forced to use the emergency brakes
fear,when my husband and i spent a night by ourselves in a house which was in an area on the outskirts of a large town with which we were not familiar we heard strange noises outside the house and the house had glass walls so the whole thing was even more frightening
fear,once i had to go home on foot at 5 a m i had to pass through a forest and i was going alone
fear,fear paralysing that i would not be accepted by the god who i believed to be there because i was morally bankrupt \( before becoming a christian and realising that that was why christ came to free us from sin and to forgive us \)
fear,before an examination
fear,i was at home and we were sleeping when we heard some robbers breaking into our house
fear,my father gave me money for school fees and i did n't pay school fees instead i spent it on beer and did not tell him about this
fear,when my neighbour 's life was threatened by someone who was trying to break into his house
fear,i was alone and someone tried to break in from our back door
fear,"i was fearful when i realised that the relish was overcooked simply because i was not keen enough at checking whether there was still enough water in the relish or not , instead i was just playing with my friends"
fear,when i saw a horror film
fear,as a child \( i e 5 7 \) hiking in reasonably rugged bush and becoming lost for a duration of 5 7 hours
fear,when i was in a car with my parents and friends and we had to back up \( reverse \) pass a river which when i recall it \( i was only about 5 yrs \) seemed we were going to fall in and drown
fear,"i lived in a student house , where you shared the lavatory and shower with a fellow student the shower cubicle formed the connection between both appartments my neighbour very often was drunk and aggressive one night , i was afraid that he would enter my room"
fear,talking about snakes
fear,i'm afraid of not being able to go to the school i want because of suffering grades
fear,fighting with class mates in highschool
fear,"while cycling in the country , i came across a large herd of cows"
fear,my husband suddenly fell ill seriously and during the medical examinations we did not know what would follow
fear,once i failed seven subjects at school and i was terrified to give my report card to my father i left it on the table and went to bed very early in order to avoid him seeing me
fear,"climbing a mountain where the rocks were very loose when we realized the danger , we were very high up , but still had a long climb ahead"
fear,"when i was cycling through the park late one night , two people jumped out of the woods and tried to stop me there were shouting something at the same time"
fear,before going to the dentist
fear,"when i was 20 years old , i fell severely ill and was bed ridden for 6 months i felt very scared for my health and my studies"
fear,finding myself alone in a public toilet block with a man known to have had great psychological disturbances
fear,"after going through a glass door , i sustained a number of serious cuts which were gaping open"
fear,"on christmas eve , 1984 , i had just finished the exams and was afraid as the results of one of my major subjects had been very unsatisfactory i thought that i had only a 50 chance of passing even if i failed this subject i would not need to repeat however i liked this subject very much and my results were bad because of my lazyness if i was forced to change to a minor in this subject i would be very unwilling"
fear,"i was walking from my friend 's house , a few blocks from my house , when a car began to follow me he waited i passed by it rotateed a little and stopped on my way i changed completely my way and the car went on following me until i turned at a corner and running i hid in a garden of a house , waiting for the car to pass by i went back home terribly afraid"
fear,"when i woke up in the middle of the night because of a dream , it was n't a nightmare , it was an uninteligible dream in wich i woke because of a certain end"
fear,"when i was a kid , i always opened the door to greet my father when he came back from work one day it so happened that his hair was scattered due to over crowding in the train , and when i opened the door as usual i saw something else i was so scared that i could not talk"
fear,once while walking along a hill i fell down out of carelessness and i broke my left arm
fear,when my son has a pain in his leg \( for no apparent reason \)
fear,"students fear many things but we seem to fear the examinations most of all i remember i was horror stricken before my microbiology exam , because it was a decisive one"
fear,the first time that i saw a dead person this was when i started my gross anatomy practicals
fear,the last time i felt it was when i was coming home late at night
fear,i had gone to the hospital for my research and got late in reaching home i feared that when i reached home there would be a quarrel because of my being late
fear,staying alone in the biology building after the dark
fear,"i caught a huge eel on a fishing line which i had pulled into the boat i cut the line and threw the whole lot back into the water later that day and about ten miles away i went swimming and someone made the comment wondering how far eels could swim , i abruptly ended swimming for fear at an unseen eel for a few days until we had left the district"
fear,afraid i would n't catch the train when i was going to see my sweetheart
fear,"i was skiing with friends and they wanted to ski jump i did not want to be left behind , so i braced myself and followed them"
fear,"i stayed alone in the dark at night in the mountain , waiting for my uncle i remember that i took a big stone and it calmed me"
fear,"in 1977 when my friend was caught by a crocodile we were swimming in a river on whose banks our primary school was situated when my friend was caught , he was on the banks of the river and some of us were still in the middle of the river i was very frightened"
fear,when i went to town in a double dekker bus the bus was about to fall on the way when the driver controlled it it had almost fallen
fear,when we could not land our plane and we knew that the fuel was running out bad weather had already frightened us
fear,could not find my way out in the college building at night
fear,the emotion came when i misbehaved at school and the principal threatened me that i was going to be expelled
fear,"when one has arranged to meet someone and that person arrives late , in the meantime one starts thinking about all that could have gone wrong e g a traffic accident"
fear,uncertainty about my own abilities in an exam
fear,in march i was busy studying during the night i could only sleep two or three hours only for fear that i would be weeded and sent back
fear,i could not do the questions on my math midterm
fear,i had the window open and the door was shut so that the kitten would not go out my partner came in and started talking about something and i forgot about the window and suddenly i saw the kitten hanging from the window frame i was rigid with fright till i got hold of her
fear,"once our school class went skiing on a steep slope a boy standing behind me lost his balance , fell down and drew me with him i slided down the whole slope at about 1 m distance from a tree i could stop"
fear,when my mother had a nervous illness
fear,the weather is very bad \( fog and slipperiness \) the newcast reports many traffic accidents and my boyfriend is driving home and still has 60 kilometers to go
fear,"i was a passenger in a jumbo jet which was accelerating down the runway and almost at the point of take off , when the pilot suddenly braked and put the engines into reverse thrust , in an obviously urgent attempt to stop the aircraft the hostesses show signs of concern and my first thought was that something was on the runway in our path and that we were in danger of hitting it"
fear,"it was when i dreamt that i had encountered satan , he wanted to grab me and take me to his kingdom he was very repulsive and i have never seen anything like that before"
fear,i lost my way on a trip in the mountains
fear,"i wanted to get in contact with a girl i loved , but i was afraid she would refuse me"
fear,at primary school i was accused by some boys of being in love with a certain girl in their class so they had to shout and beat the girl and the matter was reported to the headmaster
fear,when my mother was robbed in a shop
fear,fear of thief
fear,"before uni started , i had to leave home and take up residence in brisbane \( the big smoke \) leaving home , my family , and moving to such a big place was quite intimidating at first , and i was anxious about it"
fear,"when i was told by the doctor , after many months of coughing , that i had tuberculosis"
fear,when one meets new people with whom one is forced to collaborate with
fear,you may find out that i am stupid and not to let me do your experiment
fear,when i had my first oral examination after a long time especially one day before the examination when i had the feeling that i had not studied enough and had not enough time to make up for it
fear,i was looking after my father 's sheen in the forest one day while playing with friends from neighbouring villages the flock escaped me and went into a far place it became dark and i was afraid of father i went home and hid myself
fear,"fear overwhelmed me when right against the car i was in i saw another one , as if out of control of the driver"
fear,when i failed my first exam at the higher institute
fear,when biking and i felt very bad \( problems with heart and respiration \)
fear,"i was rock climbing and absailing felt ok , but suddenly as i was going over the cliff i was hit by fear i could n't go on absailing down the cliff and had to be actually hauled back up it"
fear,risk of being involved in a fight after a party
fear,i am a kindergarten teacher and i am thoroughly weary of my job after having taken the university entrance exam i suffered from anxiety for weeks as i did not want to carry on with my work studies were the only alternative
fear,facing a mad dog
fear,crossing a street of several ways the cars began to move and i thought that i was going to be trampled
fear,i felt the above condition when i took my brother 's bicycle to a market and unfortunately the bicycle was stolen and i did n't know how i could tell the owner about the stolen bicycle
fear,walking in the dark by myself
fear,practicing wind surf my body was caught under the sail on trying to get out my leg was caught in the lashing i was afraid of dying by asphixia
fear,when my relatives and i were in a car going slowly on a frozen road
fear,"i wandered by mistake into the safety zone of a shooting range , and was shot at"
fear,i could have been killed by a falling object
fear,vertigo standing on a ladder and painting the house
fear,confronted outside a party by some very nasty character gesturing to a car full of mean acting friends felt in danger
fear,"my fear appeared in the form of jealousy i was afraid that my girl friend had fallen in love with another man , i was afraid to lose her"
fear,"once when i was walking alone at mid night , i happened to put my foot on a frog , as it felt smooth i thought that it was a snake and i felt afraid"
fear,"when i impregnated a certain girl , i thought that i would be forced to marry her or go to court"
fear,car accident in the middle of the night
fear,"i turned the knob of my granny 's two band radio and did not hear any broadcast , what ! have i broken the knob \? how much does it cost \? what if the spare part is not available \? i did not know how to tune a radio"
